date,product,region,channel,promo,price,units,sales
03-04-2023,Product_5,West,Retail,0,51.73,91,4707.43
03-04-2023,Product_2,West,Online,1,31.94,112,3577.28
03-04-2023,Product_4,East,Online,0,34.82,115,4004.3
03-04-2023,Product_3,North,Online,0,44.25,104,4602
04-04-2023,Product_2,South,Online,0,30.76,148,4552.48
04-04-2023,Product_2,West,Retail,1,35.79,112,4008.48
04-04-2023,Product_5,South,Online,0,44.41,125,5551.25
04-04-2023,Product_5,West,Retail,1,32.28,139,4486.92
04-04-2023,Product_4,West,Retail,0,56.97,107,6095.79
04-04-2023,Product_3,South,Retail,0,30.61,107,3275.27
04-04-2023,Product_4,East,Retail,0,46.94,107,5022.58
04-04-2023,Product_3,East,Online,0,36.06,137,4940.22
04-04-2023,Product_1,North,Online,1,33.48,163,5457.24
04-04-2023,Product_1,South,Online,1,43.11,122,5259.42
05-04-2023,Product_2,North,Retail,0,48.3,143,6906.9
05-04-2023,Product_5,West,Online,0,46.58,141,6567.78
05-04-2023,Product_1,West,Retail,0,32.39,143,4631.77
05-04-2023,Product_4,South,Online,0,37.79,155,5857.45
05-04-2023,Product_1,South,Online,1,43.76,147,6432.72
05-04-2023,Product_5,South,Online,0,39.39,117,4608.63
05-04-2023,Product_4,North,Retail,0,38.44,139,5343.16
05-04-2023,Product_3,West,Online,0,44.53,131,5833.43
05-04-2023,Product_3,South,Retail,0,39.89,87,3470.43
05-04-2023,Product_2,South,Online,0,42.93,118,5065.74
06-04-2023,Product_3,South,Online,0,44.19,80,3535.2
06-04-2023,Product_5,North,Retail,1,38.79,188,7292.52
06-04-2023,Product_3,North,Retail,0,35.6,114,4058.4
06-04-2023,Product_2,North,Online,0,29.56,119,3517.64
06-04-2023,Product_4,South,Retail,0,31.37,122,3827.14
06-04-2023,Product_1,North,Retail,0,40.27,147,5919.69
06-04-2023,Product_4,East,Online,1,39.45,72,2840.4
06-04-2023,Product_1,South,Online,0,39.52,93,3675.36
06-04-2023,Product_2,South,Online,0,36.22,114,4129.08
06-04-2023,Product_5,East,Online,0,44.73,163,7290.99
07-04-2023,Product_2,East,Online,0,41.26,123,5074.98
07-04-2023,Product_4,North,Retail,0,30.44,114,3470.16
07-04-2023,Product_5,West,Online,0,38.32,111,4253.52
07-04-2023,Product_4,East,Online,0,42.52,110,4677.2
07-04-2023,Product_5,East,Online,0,36.57,131,4790.67
07-04-2023,Product_2,West,Online,1,39.47,146,5762.62
07-04-2023,Product_3,North,Online,0,42.18,80,3374.4
07-04-2023,Product_3,South,Retail,1,35.73,101,3608.73
07-04-2023,Product_1,South,Online,0,45.4,104,4721.6
07-04-2023,Product_1,West,Retail,0,41.71,122,5088.62
08-04-2023,Product_2,South,Retail,0,38.71,119,4606.49
08-04-2023,Product_2,East,Online,1,30.18,113,3410.34
08-04-2023,Product_5,West,Retail,1,37.12,137,5085.44
08-04-2023,Product_4,South,Retail,0,38.96,115,4480.4
08-04-2023,Product_4,North,Online,1,49.08,111,5447.88
08-04-2023,Product_5,East,Retail,0,37.57,100,3757
08-04-2023,Product_1,South,Online,0,41.69,84,3501.96
08-04-2023,Product_3,East,Online,0,39.48,104,4105.92
08-04-2023,Product_3,West,Online,0,40.19,143,5747.17
08-04-2023,Product_1,West,Online,1,46.97,120,5636.4
09-04-2023,Product_1,East,Online,1,39.03,144,5620.32
09-04-2023,Product_5,South,Online,0,39.82,109,4340.38
09-04-2023,Product_2,North,Retail,0,45.48,110,5002.8
09-04-2023,Product_1,South,Online,0,33.62,108,3630.96
09-04-2023,Product_3,North,Retail,1,35.99,165,5938.35
09-04-2023,Product_2,East,Online,1,48.77,158,7705.66
09-04-2023,Product_4,North,Online,0,46.7,117,5463.9
09-04-2023,Product_3,South,Retail,1,36.04,137,4937.48
09-04-2023,Product_4,South,Retail,0,42.29,67,2833.43
09-04-2023,Product_5,East,Online,1,35.54,126,4478.04
10-04-2023,Product_4,East,Retail,0,45.4,80,3632
10-04-2023,Product_5,East,Retail,0,45.2,105,4746
10-04-2023,Product_4,West,Retail,0,43.09,107,4610.63
10-04-2023,Product_1,East,Online,0,44.8,104,4659.2
10-04-2023,Product_2,North,Online,0,38.33,129,4944.57
10-04-2023,Product_2,West,Retail,0,47.04,160,7526.4
10-04-2023,Product_1,South,Online,0,35.37,131,4633.47
10-04-2023,Product_3,East,Online,0,35.31,121,4272.51
10-04-2023,Product_5,North,Retail,0,30.58,114,3486.12
10-04-2023,Product_3,North,Online,0,38.88,143,5559.84
11-04-2023,Product_3,East,Retail,0,36.35,98,3562.3
11-04-2023,Product_4,North,Retail,0,37.55,98,3679.9
11-04-2023,Product_2,South,Retail,0,44.6,82,3657.2
11-04-2023,Product_5,North,Online,0,40.74,139,5662.86
11-04-2023,Product_2,East,Retail,0,49.95,128,6393.6
11-04-2023,Product_4,West,Retail,0,45.54,135,6147.9
11-04-2023,Product_5,South,Online,0,43.07,101,4350.07
11-04-2023,Product_3,South,Online,0,39.17,117,4582.89
11-04-2023,Product_1,North,Online,0,39.23,115,4511.45
11-04-2023,Product_1,West,Online,0,46.65,129,6017.85
12-04-2023,Product_5,West,Retail,0,36.91,125,4613.75
12-04-2023,Product_3,South,Retail,0,40.51,125,5063.75
12-04-2023,Product_4,East,Online,1,42.06,152,6393.12
12-04-2023,Product_5,East,Online,0,43.03,144,6196.32
12-04-2023,Product_4,South,Online,0,32.45,127,4121.15
12-04-2023,Product_3,North,Online,1,47.17,110,5188.7
12-04-2023,Product_1,South,Online,0,43.65,187,8162.55
12-04-2023,Product_2,East,Online,0,50.5,161,8130.5
12-04-2023,Product_2,West,Online,0,44.26,166,7347.16
12-04-2023,Product_1,West,Online,0,42.1,113,4757.3
13-04-2023,Product_4,East,Retail,0,44.93,86,3863.98
13-04-2023,Product_4,North,Retail,0,46.24,113,5225.12
13-04-2023,Product_1,North,Retail,0,43.19,101,4362.19
13-04-2023,Product_1,South,Retail,0,42.44,143,6068.92
13-04-2023,Product_5,West,Online,0,43.28,94,4068.32
13-04-2023,Product_2,North,Retail,0,39.5,98,3871
13-04-2023,Product_2,East,Retail,0,45.07,143,6445.01
13-04-2023,Product_3,West,Retail,1,38.68,82,3171.76
13-04-2023,Product_3,East,Online,0,28.89,133,3842.37
13-04-2023,Product_5,North,Online,0,43.12,118,5088.16
14-04-2023,Product_4,West,Online,1,38.98,131,5106.38
14-04-2023,Product_5,West,Online,0,45.14,123,5552.22
14-04-2023,Product_1,South,Retail,0,33.16,79,2619.64
14-04-2023,Product_2,South,Online,0,41.99,98,4115.02
14-04-2023,Product_3,East,Online,0,42.87,116,4972.92
14-04-2023,Product_2,West,Retail,0,30.91,96,2967.36
14-04-2023,Product_1,North,Online,0,53.88,112,6034.56
14-04-2023,Product_3,West,Online,1,47.89,139,6656.71
14-04-2023,Product_5,North,Retail,0,41.77,139,5806.03
14-04-2023,Product_4,East,Retail,0,28.52,116,3308.32
15-04-2023,Product_4,West,Online,0,45.68,125,5710
15-04-2023,Product_4,North,Retail,0,42.16,41,1728.56
15-04-2023,Product_5,East,Retail,0,28.17,100,2817
15-04-2023,Product_3,North,Online,0,45.53,149,6783.97
15-04-2023,Product_2,South,Retail,0,44.44,103,4577.32
15-04-2023,Product_1,West,Retail,0,53.11,52,2761.72
15-04-2023,Product_3,East,Online,0,32.54,147,4783.38
15-04-2023,Product_5,West,Online,0,28.24,105,2965.2
15-04-2023,Product_1,East,Online,0,34.63,126,4363.38
15-04-2023,Product_2,West,Retail,0,42.83,133,5696.39
16-04-2023,Product_2,South,Online,0,50.47,111,5602.17
16-04-2023,Product_1,South,Retail,0,29.16,103,3003.48
16-04-2023,Product_3,South,Retail,0,46.74,99,4627.26
16-04-2023,Product_5,North,Retail,0,37.85,163,6169.55
16-04-2023,Product_4,East,Retail,0,34.99,108,3778.92
16-04-2023,Product_1,West,Retail,0,43.24,128,5534.72
16-04-2023,Product_3,East,Retail,0,28.59,162,4631.58
16-04-2023,Product_4,West,Online,0,33.96,173,5875.08
16-04-2023,Product_5,South,Retail,1,46.62,157,7319.34
16-04-2023,Product_2,West,Online,0,41.42,124,5136.08
17-04-2023,Product_5,West,Retail,0,51.35,115,5905.25
17-04-2023,Product_1,South,Online,0,48.67,147,7154.49
17-04-2023,Product_2,East,Retail,0,42.07,85,3575.95
17-04-2023,Product_5,East,Online,0,49.36,158,7798.88
17-04-2023,Product_1,East,Retail,0,46.11,130,5994.3
17-04-2023,Product_3,North,Online,0,41.88,87,3643.56
17-04-2023,Product_2,South,Retail,0,47.79,101,4826.79
17-04-2023,Product_4,West,Retail,0,32.99,118,3892.82
17-04-2023,Product_3,East,Retail,0,35.8,78,2792.4
17-04-2023,Product_4,North,Online,1,36.14,125,4517.5
18-04-2023,Product_4,West,Online,0,39.29,94,3693.26
18-04-2023,Product_2,South,Retail,0,55.47,104,5768.88
18-04-2023,Product_4,North,Online,0,43.61,81,3532.41
18-04-2023,Product_3,East,Online,0,29.86,145,4329.7
18-04-2023,Product_5,South,Online,0,39.61,113,4475.93
18-04-2023,Product_5,North,Retail,1,46.13,155,7150.15
18-04-2023,Product_1,East,Online,0,33.04,118,3898.72
18-04-2023,Product_3,South,Online,0,36.06,117,4219.02
18-04-2023,Product_1,South,Online,0,36.68,128,4695.04
18-04-2023,Product_2,East,Online,0,36.95,117,4323.15
19-04-2023,Product_4,South,Online,0,49.82,132,6576.24
19-04-2023,Product_2,South,Online,0,44.52,126,5609.52
19-04-2023,Product_1,West,Online,0,33.13,108,3578.04
19-04-2023,Product_3,East,Retail,1,42.96,150,6444
19-04-2023,Product_1,North,Retail,0,56.63,101,5719.63
19-04-2023,Product_3,North,Retail,1,40.25,177,7124.25
19-04-2023,Product_5,South,Retail,0,40.68,139,5654.52
19-04-2023,Product_2,North,Online,0,45.86,129,5915.94
19-04-2023,Product_4,North,Online,0,43.95,141,6196.95
19-04-2023,Product_5,North,Retail,0,38.95,139,5414.05
20-04-2023,Product_3,South,Retail,0,40.16,117,4698.72
20-04-2023,Product_3,East,Online,1,34.75,148,5143
20-04-2023,Product_4,South,Online,1,44.08,113,4981.04
20-04-2023,Product_5,East,Retail,0,53.52,155,8295.6
20-04-2023,Product_1,South,Online,0,39.7,168,6669.6
20-04-2023,Product_1,East,Online,0,35.06,99,3470.94
20-04-2023,Product_5,West,Retail,0,36.12,140,5056.8
20-04-2023,Product_2,East,Retail,0,40.45,92,3721.4
20-04-2023,Product_4,West,Online,0,35.02,72,2521.44
20-04-2023,Product_2,West,Retail,0,45.55,78,3552.9
21-04-2023,Product_1,West,Online,0,48.33,97,4688.01
21-04-2023,Product_5,East,Online,0,45.84,106,4859.04
21-04-2023,Product_4,South,Online,0,47.26,140,6616.4
21-04-2023,Product_4,West,Retail,0,26.29,94,2471.26
21-04-2023,Product_5,West,Retail,0,31.84,56,1783.04
21-04-2023,Product_3,South,Retail,0,35.62,140,4986.8
21-04-2023,Product_2,North,Retail,0,36.56,156,5703.36
21-04-2023,Product_2,East,Retail,1,45.16,152,6864.32
21-04-2023,Product_3,West,Retail,1,34.94,114,3983.16
21-04-2023,Product_1,North,Online,0,41.73,109,4548.57
22-04-2023,Product_1,East,Retail,1,35.66,116,4136.56
22-04-2023,Product_2,South,Retail,0,31.46,110,3460.6
22-04-2023,Product_3,West,Retail,0,41.53,117,4859.01
22-04-2023,Product_5,East,Retail,0,34.48,62,2137.76
22-04-2023,Product_2,West,Retail,0,37.58,90,3382.2
22-04-2023,Product_4,West,Retail,0,46.87,90,4218.3
22-04-2023,Product_3,East,Retail,1,35.27,144,5078.88
22-04-2023,Product_4,South,Online,0,35.08,125,4385
22-04-2023,Product_5,South,Online,0,49.18,113,5557.34
22-04-2023,Product_1,North,Online,0,36.59,134,4903.06
23-04-2023,Product_4,East,Online,0,43.08,110,4738.8
23-04-2023,Product_1,North,Online,0,41.28,84,3467.52
23-04-2023,Product_1,East,Online,0,37.47,124,4646.28
23-04-2023,Product_2,South,Retail,0,37.55,97,3642.35
23-04-2023,Product_3,West,Retail,0,39.18,68,2664.24
23-04-2023,Product_3,North,Retail,0,32.85,125,4106.25
23-04-2023,Product_2,East,Online,0,35.81,85,3043.85
23-04-2023,Product_4,North,Online,1,51.52,164,8449.28
23-04-2023,Product_5,East,Retail,0,30.34,79,2396.86
23-04-2023,Product_5,South,Online,1,40.95,134,5487.3
24-04-2023,Product_1,East,Retail,0,36,138,4968
24-04-2023,Product_5,East,Retail,0,40.43,123,4972.89
24-04-2023,Product_3,South,Online,0,23.41,132,3090.12
24-04-2023,Product_2,South,Online,0,38.64,89,3438.96
24-04-2023,Product_5,South,Retail,1,42.19,102,4303.38
24-04-2023,Product_2,North,Online,0,47.89,151,7231.39
24-04-2023,Product_3,West,Retail,0,38.82,111,4309.02
24-04-2023,Product_4,North,Online,0,41.67,133,5542.11
24-04-2023,Product_4,West,Retail,0,28.71,113,3244.23
24-04-2023,Product_1,South,Online,0,47.11,94,4428.34
25-04-2023,Product_1,South,Online,1,43.93,156,6853.08
25-04-2023,Product_1,North,Online,0,31.27,147,4596.69
25-04-2023,Product_3,South,Online,0,54.78,128,7011.84
25-04-2023,Product_3,West,Retail,0,42.39,102,4323.78
25-04-2023,Product_5,West,Retail,0,22.94,130,2982.2
25-04-2023,Product_4,North,Online,0,24.01,137,3289.37
25-04-2023,Product_5,South,Online,0,48.93,67,3278.31
25-04-2023,Product_2,South,Online,0,34.87,127,4428.49
25-04-2023,Product_4,East,Retail,0,37.92,122,4626.24
25-04-2023,Product_2,North,Retail,1,38,130,4940
26-04-2023,Product_1,West,Retail,1,48.1,124,5964.4
26-04-2023,Product_5,East,Retail,0,41.28,140,5779.2
26-04-2023,Product_3,South,Retail,0,38.33,89,3411.37
26-04-2023,Product_4,North,Retail,0,47.01,152,7145.52
26-04-2023,Product_1,South,Online,0,28.91,115,3324.65
26-04-2023,Product_5,South,Online,1,46.01,151,6947.51
26-04-2023,Product_4,East,Retail,0,45.34,143,6483.62
26-04-2023,Product_2,North,Online,0,36.94,113,4174.22
26-04-2023,Product_3,East,Retail,0,46.22,124,5731.28
26-04-2023,Product_2,West,Retail,0,46.02,117,5384.34
27-04-2023,Product_4,West,Online,0,49.64,138,6850.32
27-04-2023,Product_2,North,Retail,1,39.73,133,5284.09
27-04-2023,Product_2,East,Online,0,46.13,147,6781.11
27-04-2023,Product_5,East,Online,0,43.1,128,5516.8
27-04-2023,Product_3,South,Retail,0,39.83,145,5775.35
27-04-2023,Product_1,East,Retail,1,43.58,107,4663.06
27-04-2023,Product_4,East,Retail,0,45.79,113,5174.27
27-04-2023,Product_1,West,Online,0,38.39,93,3570.27
27-04-2023,Product_5,West,Online,0,30.26,86,2602.36
27-04-2023,Product_3,North,Online,0,33.57,129,4330.53
28-04-2023,Product_1,South,Online,1,33.16,168,5570.88
28-04-2023,Product_5,North,Retail,0,39.55,97,3836.35
28-04-2023,Product_3,South,Online,0,37.56,112,4206.72
28-04-2023,Product_1,East,Retail,0,44.16,104,4592.64
28-04-2023,Product_2,East,Online,0,41.68,98,4084.64
28-04-2023,Product_4,South,Online,1,41.49,126,5227.74
28-04-2023,Product_4,East,Online,0,41.33,43,1777.19
28-04-2023,Product_5,West,Online,0,37.34,152,5675.68
28-04-2023,Product_2,North,Retail,0,39.51,95,3753.45
28-04-2023,Product_3,West,Retail,0,40.75,129,5256.75
29-04-2023,Product_1,South,Online,0,37.92,134,5081.28
29-04-2023,Product_3,North,Online,0,44.42,86,3820.12
29-04-2023,Product_3,West,Retail,0,48.19,125,6023.75
29-04-2023,Product_4,East,Retail,0,44.58,139,6196.62
29-04-2023,Product_1,East,Online,0,29.77,131,3899.87
29-04-2023,Product_2,West,Online,0,36.1,140,5054
29-04-2023,Product_4,North,Retail,0,45.9,119,5462.1
29-04-2023,Product_5,West,Retail,0,48.4,125,6050
29-04-2023,Product_2,South,Online,0,34.87,84,2929.08
29-04-2023,Product_5,South,Retail,0,37.62,114,4288.68
30-04-2023,Product_1,North,Online,0,41.08,109,4477.72
30-04-2023,Product_2,West,Online,0,45.15,129,5824.35
30-04-2023,Product_2,North,Online,0,35.7,108,3855.6
30-04-2023,Product_1,East,Retail,1,45.27,177,8012.79
30-04-2023,Product_5,West,Online,1,29.05,144,4183.2
30-04-2023,Product_5,East,Online,0,38.88,99,3849.12
30-04-2023,Product_3,West,Retail,0,45.34,113,5123.42
30-04-2023,Product_3,South,Retail,0,38.94,135,5256.9
30-04-2023,Product_4,South,Online,0,30.98,117,3624.66
30-04-2023,Product_4,East,Online,0,43.24,172,7437.28
01-05-2023,Product_3,South,Retail,0,49.02,142,6960.84
01-05-2023,Product_5,West,Retail,0,35.81,100,3581
01-05-2023,Product_5,East,Online,0,33.13,84,2782.92
01-05-2023,Product_1,South,Retail,0,40.54,92,3729.68
01-05-2023,Product_4,East,Retail,0,35.94,123,4420.62
01-05-2023,Product_3,East,Online,0,29.12,97,2824.64
01-05-2023,Product_2,East,Retail,0,45.99,129,5932.71
01-05-2023,Product_4,South,Online,0,43.12,117,5045.04
01-05-2023,Product_1,North,Retail,0,47.37,112,5305.44
01-05-2023,Product_2,West,Retail,0,45.53,126,5736.78
02-05-2023,Product_2,North,Online,0,39.94,58,2316.52
02-05-2023,Product_2,South,Online,0,37.75,51,1925.25
02-05-2023,Product_1,West,Online,0,31.62,162,5122.44
02-05-2023,Product_5,West,Online,0,41.81,131,5477.11
02-05-2023,Product_5,East,Online,0,29.5,116,3422
02-05-2023,Product_3,East,Retail,0,35.41,100,3541
02-05-2023,Product_4,South,Retail,0,31.27,143,4471.61
02-05-2023,Product_1,East,Retail,0,46.91,85,3987.35
02-05-2023,Product_4,West,Online,0,53.72,92,4942.24
02-05-2023,Product_3,North,Online,0,40.78,107,4363.46
03-05-2023,Product_1,South,Retail,0,47.77,137,6544.49
03-05-2023,Product_3,North,Online,0,46.82,116,5431.12
03-05-2023,Product_2,East,Retail,0,37.85,93,3520.05
03-05-2023,Product_1,North,Online,0,40.94,100,4094
03-05-2023,Product_5,West,Online,0,35.52,141,5008.32
03-05-2023,Product_5,North,Online,0,42.35,66,2795.1
03-05-2023,Product_3,East,Retail,0,40.16,142,5702.72
03-05-2023,Product_4,South,Retail,0,43.69,110,4805.9
03-05-2023,Product_2,South,Online,0,44.19,162,7158.78
03-05-2023,Product_4,East,Retail,0,43.07,159,6848.13
04-05-2023,Product_2,South,Online,1,42.9,138,5920.2
04-05-2023,Product_3,West,Online,0,41.04,123,5047.92
04-05-2023,Product_3,South,Retail,0,32.59,121,3943.39
04-05-2023,Product_4,South,Online,0,44.27,137,6064.99
04-05-2023,Product_1,West,Online,0,38.26,94,3596.44
04-05-2023,Product_4,North,Retail,0,46.07,114,5251.98
04-05-2023,Product_5,East,Online,0,38.99,62,2417.38
04-05-2023,Product_5,South,Retail,0,33.41,141,4710.81
04-05-2023,Product_2,West,Online,0,46.59,117,5451.03
04-05-2023,Product_1,North,Online,0,31.72,111,3520.92
05-05-2023,Product_1,South,Retail,0,50.08,137,6860.96
05-05-2023,Product_2,North,Online,0,32.5,112,3640
05-05-2023,Product_5,North,Retail,0,26.49,162,4291.38
05-05-2023,Product_4,North,Online,0,38.66,105,4059.3
05-05-2023,Product_4,East,Online,0,39.6,118,4672.8
05-05-2023,Product_5,East,Online,0,37.63,109,4101.67
05-05-2023,Product_3,West,Retail,0,37.93,110,4172.3
05-05-2023,Product_1,West,Retail,0,34.74,88,3057.12
05-05-2023,Product_2,East,Online,0,31.79,138,4387.02
05-05-2023,Product_3,South,Retail,0,46.49,150,6973.5
06-05-2023,Product_1,South,Retail,0,34.64,135,4676.4
06-05-2023,Product_2,West,Online,0,36.03,54,1945.62
06-05-2023,Product_5,West,Retail,0,33.78,130,4391.4
06-05-2023,Product_4,East,Online,0,52.08,130,6770.4
06-05-2023,Product_1,West,Retail,0,32.84,69,2265.96
06-05-2023,Product_3,North,Online,0,43.2,58,2505.6
06-05-2023,Product_2,East,Online,0,33.47,140,4685.8
06-05-2023,Product_3,East,Online,0,45.79,115,5265.85
06-05-2023,Product_4,South,Online,0,27.16,109,2960.44
06-05-2023,Product_5,North,Online,0,38.27,152,5817.04
07-05-2023,Product_4,North,Retail,0,39.82,107,4260.74
07-05-2023,Product_5,West,Online,0,39.06,104,4062.24
07-05-2023,Product_2,West,Retail,0,38.27,107,4094.89
07-05-2023,Product_1,West,Online,0,48.48,120,5817.6
07-05-2023,Product_2,East,Online,0,54.36,107,5816.52
07-05-2023,Product_3,East,Online,0,35.82,96,3438.72
07-05-2023,Product_5,South,Retail,0,40.32,124,4999.68
07-05-2023,Product_1,North,Online,0,37.51,149,5588.99
07-05-2023,Product_3,South,Online,0,36.92,112,4135.04
07-05-2023,Product_4,West,Online,0,27.89,119,3318.91
08-05-2023,Product_2,West,Retail,0,37.4,132,4936.8
08-05-2023,Product_5,South,Retail,0,42.3,74,3130.2
08-05-2023,Product_1,North,Online,0,45.98,104,4781.92
08-05-2023,Product_4,South,Online,1,29.32,125,3665
08-05-2023,Product_3,West,Online,0,42.82,105,4496.1
08-05-2023,Product_5,North,Retail,0,45.15,105,4740.75
08-05-2023,Product_4,North,Retail,1,44.16,97,4283.52
08-05-2023,Product_1,East,Retail,0,44.22,88,3891.36
08-05-2023,Product_2,East,Online,0,46.95,131,6150.45
08-05-2023,Product_3,South,Retail,0,36.86,108,3980.88
09-05-2023,Product_2,West,Online,0,44.89,108,4848.12
09-05-2023,Product_5,South,Online,0,44.33,113,5009.29
09-05-2023,Product_3,East,Online,0,39.41,76,2995.16
09-05-2023,Product_2,North,Online,1,44.25,172,7611
09-05-2023,Product_3,West,Online,1,47.92,97,4648.24
09-05-2023,Product_4,West,Online,0,30.61,112,3428.32
09-05-2023,Product_4,East,Online,0,39.53,138,5455.14
09-05-2023,Product_5,West,Retail,0,37.01,105,3886.05
09-05-2023,Product_1,East,Retail,0,31.79,110,3496.9
09-05-2023,Product_1,West,Retail,0,35.58,89,3166.62
10-05-2023,Product_4,West,Retail,0,39.41,109,4295.69
10-05-2023,Product_5,South,Retail,1,38.34,124,4754.16
10-05-2023,Product_2,East,Retail,0,45.49,97,4412.53
10-05-2023,Product_2,South,Retail,0,41.3,104,4295.2
10-05-2023,Product_1,South,Online,0,41.28,141,5820.48
10-05-2023,Product_5,North,Online,0,52.35,106,5549.1
10-05-2023,Product_3,South,Retail,0,32.71,126,4121.46
10-05-2023,Product_4,North,Online,0,36.83,111,4088.13
10-05-2023,Product_3,East,Online,1,50.58,130,6575.4
10-05-2023,Product_1,East,Online,0,46.91,83,3893.53
11-05-2023,Product_4,East,Retail,0,46.92,108,5067.36
11-05-2023,Product_4,North,Retail,0,49.82,68,3387.76
11-05-2023,Product_3,East,Retail,0,25.43,137,3483.91
11-05-2023,Product_2,North,Online,0,38.56,112,4318.72
11-05-2023,Product_5,East,Retail,0,42.86,138,5914.68
11-05-2023,Product_1,West,Online,0,45.75,106,4849.5
11-05-2023,Product_1,South,Retail,0,47.29,103,4870.87
11-05-2023,Product_3,North,Retail,0,42.47,116,4926.52
11-05-2023,Product_5,North,Online,0,40.61,132,5360.52
11-05-2023,Product_2,South,Online,0,46.54,96,4467.84
12-05-2023,Product_2,North,Online,0,31.91,104,3318.64
12-05-2023,Product_3,North,Online,0,45.5,76,3458
12-05-2023,Product_1,North,Retail,0,46.63,151,7041.13
12-05-2023,Product_4,West,Retail,0,38.37,99,3798.63
12-05-2023,Product_5,South,Online,0,47.95,99,4747.05
12-05-2023,Product_1,East,Retail,0,42.86,93,3985.98
12-05-2023,Product_4,South,Online,0,46.06,162,7461.72
12-05-2023,Product_5,North,Retail,0,50.55,107,5408.85
12-05-2023,Product_2,South,Retail,0,45.75,107,4895.25
12-05-2023,Product_3,South,Online,1,48.6,156,7581.6
13-05-2023,Product_2,North,Retail,0,35.78,94,3363.32
13-05-2023,Product_3,South,Retail,0,23.99,154,3694.46
13-05-2023,Product_3,North,Retail,0,37.26,133,4955.58
13-05-2023,Product_1,West,Online,0,37.36,91,3399.76
13-05-2023,Product_5,West,Retail,0,49.46,82,4055.72
13-05-2023,Product_1,South,Retail,0,42.82,141,6037.62
13-05-2023,Product_5,North,Retail,0,35.81,86,3079.66
13-05-2023,Product_4,North,Online,0,37.11,108,4007.88
13-05-2023,Product_2,East,Retail,0,45.13,122,5505.86
13-05-2023,Product_4,West,Retail,0,39.66,93,3688.38
14-05-2023,Product_4,West,Online,0,40.44,77,3113.88
14-05-2023,Product_1,East,Retail,0,47.33,97,4591.01
14-05-2023,Product_4,North,Retail,0,36.29,138,5008.02
14-05-2023,Product_3,West,Retail,0,41.85,111,4645.35
14-05-2023,Product_5,North,Retail,0,41.79,106,4429.74
14-05-2023,Product_2,South,Retail,0,46.51,108,5023.08
14-05-2023,Product_3,North,Online,0,35.83,131,4693.73
14-05-2023,Product_5,West,Retail,1,43.76,179,7833.04
14-05-2023,Product_2,West,Retail,0,29,167,4843
14-05-2023,Product_1,South,Retail,0,54.28,118,6405.04
15-05-2023,Product_1,North,Online,0,45,102,4590
15-05-2023,Product_5,East,Retail,0,39.7,112,4446.4
15-05-2023,Product_2,South,Online,0,39.88,140,5583.2
15-05-2023,Product_4,East,Online,0,38.53,134,5163.02
15-05-2023,Product_1,East,Online,0,34.16,99,3381.84
15-05-2023,Product_5,South,Online,1,32.22,108,3479.76
15-05-2023,Product_3,North,Online,1,37.24,112,4170.88
15-05-2023,Product_3,South,Online,0,47.28,99,4680.72
15-05-2023,Product_2,North,Retail,0,40.28,52,2094.56
15-05-2023,Product_4,West,Online,0,44.16,90,3974.4
16-05-2023,Product_2,West,Retail,0,37.47,130,4871.1
16-05-2023,Product_1,South,Retail,0,27.2,104,2828.8
16-05-2023,Product_5,West,Online,0,35,97,3395
16-05-2023,Product_3,South,Retail,0,41.07,92,3778.44
16-05-2023,Product_3,West,Online,0,43.26,112,4845.12
16-05-2023,Product_2,North,Online,0,41.81,101,4222.81
16-05-2023,Product_4,South,Online,0,34.64,95,3290.8
16-05-2023,Product_4,East,Retail,0,52.76,101,5328.76
16-05-2023,Product_5,East,Online,1,48.44,119,5764.36
16-05-2023,Product_1,West,Retail,0,32.54,106,3449.24
17-05-2023,Product_4,West,Retail,0,43.9,130,5707
17-05-2023,Product_5,South,Online,0,35.02,120,4202.4
17-05-2023,Product_3,North,Online,0,41.59,99,4117.41
17-05-2023,Product_5,North,Online,0,28.16,88,2478.08
17-05-2023,Product_2,South,Online,0,32.41,92,2981.72
17-05-2023,Product_1,West,Retail,0,31.49,102,3211.98
17-05-2023,Product_2,North,Online,0,46.66,101,4712.66
17-05-2023,Product_3,East,Retail,0,42.4,126,5342.4
17-05-2023,Product_1,South,Retail,0,35.94,94,3378.36
17-05-2023,Product_4,East,Online,0,40.78,134,5464.52
18-05-2023,Product_3,North,Online,0,40,67,2680
18-05-2023,Product_2,East,Online,0,39.01,105,4096.05
18-05-2023,Product_4,North,Retail,1,38.75,92,3565
18-05-2023,Product_4,West,Retail,0,40.26,106,4267.56
18-05-2023,Product_1,East,Retail,0,42.67,113,4821.71
18-05-2023,Product_2,South,Online,0,32.51,84,2730.84
18-05-2023,Product_3,South,Retail,1,36.09,103,3717.27
18-05-2023,Product_5,North,Online,0,47.32,81,3832.92
18-05-2023,Product_5,West,Retail,1,37.3,119,4438.7
18-05-2023,Product_1,South,Online,0,41.36,99,4094.64
19-05-2023,Product_5,South,Retail,0,44.74,93,4160.82
19-05-2023,Product_4,North,Retail,0,49.88,123,6135.24
19-05-2023,Product_2,South,Online,0,35.81,135,4834.35
19-05-2023,Product_5,East,Online,0,35.02,88,3081.76
19-05-2023,Product_1,North,Online,0,43.92,70,3074.4
19-05-2023,Product_2,West,Retail,0,40.1,127,5092.7
19-05-2023,Product_4,South,Retail,0,46.22,94,4344.68
